Show,Date,FB Likes,Likes Vs.Last Week,FB Talking About,Talking Vs.Last Week,FB Checkins,Checkins vs.Last Week,Twitter Followers,Twitter vs.Last Week,Instagram Followers,IG Followers vs.Last Week,Current,Type,Total Fans Change,Month,Day,Year
Tootsie The Musical,2018/12/3,444,19,26,12,0,0,681,6,2628,11,Upcoming,Musical,0.0097,12,3,2018.0
Tootsie The Musical,2018/11/26,425,16,14,-11,0,0,675,17,2617,1,Upcoming,Musical,0.0092,11,26,2018.0
Tootsie The Musical,2018/11/18,409,21,25,-10,0,0,658,10,2616,7,Upcoming,Musical,0.0104,11,18,2018.0
Tootsie The Musical,2018/11/12,388,32,35,28,0,0,648,21,2609,8,Upcoming,Musical,0.017,11,12,2018.0
Tootsie The Musical,2018/11/4,356,7,7,-23,0,0,627,24,2601,23,Upcoming,Musical,0.015300000000000001,11,4,2018.0
Tootsie The Musical,2018/10/28,349,12,30,-2,0,0,603,34,2578,32,Upcoming,Musical,0.0226,10,28,2018.0
Tootsie The Musical,2018/10/21,337,9,32,-88,0,0,569,30,2546,119,Upcoming,Musical,0.048,10,21,2018.0
Tootsie The Musical,2018/10/14,328,29,120,-2099,0,0,539,33,2427,214,Upcoming,Musical,0.0915,10,14,2018.0
Tootsie The Musical,2018/10/7,299,55,2219,2105,0,0,506,52,2213,212,Upcoming,Musical,0.1182,10,7,2018.0
Tootsie The Musical,2018/9/30,244,0,114,0,0,0,454,0,2001,0,Upcoming,Musical,0.0,9,30,2018.0
Waitress,2019/9/29,115600,91,2332,-27495,134635,559,52449,198,243788,965,Current,Musical,0.0031,9,29,2019.0
Waitress,2019/9/22,115509,393,29827,24456,134076,513,52251,281,242823,689,Current,Musical,0.0033,9,22,2019.0
Waitress,2019/9/15,115116,94,5371,2006,133563,728,51970,400,242134,4739,Current,Musical,0.013000000000000001,9,15,2019.0
Waitress,2019/9/8,115022,81,3365,-1626,132835,613,51570,51036,237395,1248,Current,Musical,0.1489,9,8,2019.0
Waitress,2019/9/1,114941,124,4991,-4115,132222,733,51255.0,-50406,236147,4493,Current,Musical,-0.1152,9,1,2019.0
Waitress,2019/8/25,114817,270,9106,-575,131489,651,50940,600,231654,7016,Current,Musical,0.0202,8,25,2019.0
Waitress,2019/8/18,114547,322,9681,6027,130838,396,50340,417,224638,7435,Current,Musical,0.021400000000000002,8,18,2019.0
Waitress,2019/8/11,114225,89,3654,640,130442,413,49923,413,217203,3188,Current,Musical,0.0098,8,11,2019.0
Waitress,2019/8/4,114136,123,3014,-2497,130029,383,49510,355,214015,2999,Current,Musical,0.009300000000000001,8,4,2019.0
Waitress,2019/7/28,114013,159,5511,-12412,129646,364,49155,227,211016,1967,Current,Musical,0.0063,7,28,2019.0
Waitress,2019/7/22,113854,235,17923,13743,129282,392,48928,383,209049,2851,Current,Musical,0.009399999999999999,7,22,2019.0
Waitress,2019/7/14,113619,170,4180,340,128890,300,48545,374,206198,1689,Current,Musical,0.0060999999999999995,7,14,2019.0
Waitress,2019/7/7,113449,109,3840,-2051,128590,357,48171,213,204509,1192,Current,Musical,0.0042,7,7,2019.0
Waitress,2019/6/30,113340,168,5891,-8378,128233,399,47958,245,203317,2844,Current,Musical,0.009000000000000001,6,30,2019.0
Waitress,2019/6/23,113172,481,14269,7810,127834,341,47713,512,200473,2990,Current,Musical,0.0111,6,23,2019.0
Waitress,2019/6/16,112691,166,6459,-6643,127493,281,47201,345,197483,1033,Current,Musical,0.0043,6,16,2019.0
Waitress,2019/6/9,112525,233,13102,9099,127212,268,46856,1126,196450,21912,Current,Musical,0.07,6,9,2019.0
Waitress,2019/6/2,112292,82,4003,802,126944,441,45730,177,174538,1166,Current,Musical,0.0043,6,2,2019.0
Waitress,2019/5/26,112210,106,3201,-63,126503,449,45553,254,173372,1029,Current,Musical,0.0042,5,26,2019.0
Waitress,2019/5/19,112104,120,3264,-684,126054,430,45299,237,172343,1087,Current,Musical,0.0044,5,19,2019.0
Waitress,2019/5/12,111984,132,3948,-1590,125624,557,45062,126,171256,1284,Current,Musical,0.004699999999999999,5,12,2019.0
Waitress,2019/5/5,111852,169,5538,5538,125067,601,44936,170,169972,1208,Current,Musical,0.0048,5,5,2019.0
Waitress,2019/4/28,111683,181,0,0,124466,556,44766,324,168764,1555,Current,Musical,0.0064,4,28,2019.0
Waitress,2019/4/21,111502,170,0,0,123910,604,44442,244,167209,1219,Current,Musical,0.0051,4,21,2019.0
Waitress,2019/4/14,111332,319,0,-6504,123306,623,44198,251,165990,1632,Current,Musical,0.0069,4,14,2019.0
Waitress,2019/4/7,111013,168,6504,1750,122683,820,43947,230,164358,1430,Current,Musical,0.0058,4,7,2019.0
Waitress,2019/3/31,110845,184,4754,-1102,121863,667,43717,284,162928,1237,Current,Musical,0.0054,3,31,2019.0
Waitress,2019/3/24,110661,252,5856,506,121196,767,43433,401,161691,2609,Current,Musical,0.0104,3,24,2019.0
Waitress,2019/3/17,110409,309,5350,1470,120429,699,43032,477,159082,1922,Current,Musical,0.0087,3,17,2019.0
Waitress,2019/3/10,110100,150,3880,446,119730,610,42555,140,157160,1172,Current,Musical,0.004699999999999999,3,10,2019.0
Waitress,2019/3/3,109950,134,3434,-4995,119120,606,42415,117,155988,1199,Current,Musical,0.004699999999999999,3,3,2019.0
Waitress,2019/2/24,109816,244,8429,4146,118514,602,42298,248,154789,1254,Current,Musical,0.005699999999999999,2,24,2019.0
Waitress,2019/2/17,109572,188,4283,-5862,117912,611,42050,149,153535,1147,Current,Musical,0.0049,2,17,2019.0
Waitress,2019/2/10,109384,451,10145,3607,117301,968,41901,418,152388,1878,Current,Musical,0.0091,2,10,2019.0
Waitress,2019/2/3,108933,434,6538,-1754,116333,707,41483,235,150510,1279,Current,Musical,0.006500000000000001,2,3,2019.0
Waitress,2019/1/27,108499,439,8292,2173,115626,907,41248,250,149231,1207,Current,Musical,0.0064,1,27,2019.0
Waitress,2019/1/20,108060,448,6119,242,114719,782,40998,209,148024,1235,Current,Musical,0.0064,1,20,2019.0
Waitress,2019/1/13,107612,170,5877,-323,113937,881,40789,172,146789,1592,Current,Musical,0.0066,1,13,2019.0
Waitress,2019/1/6,107442,82,6200,925,113056,225,40617,54,145197,1141,Current,Musical,0.0044,1,6,2019.0
Waitress,2018/12/30,107360,600,5275,2541,112831,1546,40563,1303,144056,3506,Current,Musical,0.0189,12,30,2018.0
Waitress,2018/12/10,106760,125,2734,412,111285,548,39260,212,140550,1129,Current,Musical,0.0051,12,10,2018.0
Waitress,2018/12/3,106635,106,2322,-305,110737,495,39048,88,139421,1035,Current,Musical,0.0043,12,3,2018.0
Waitress,2018/11/26,106529,138,2627,180,110242,522,38960,159,138386,1142,Current,Musical,0.0051,11,26,2018.0
Waitress,2018/11/18,106391,140,2447,-3974,109720,479,38801,84,137244,949,Current,Musical,0.0042,11,18,2018.0
Waitress,2018/11/12,106251,187,6421,-33399,109241,560,38717,92,136295,984,Current,Musical,0.0045000000000000005,11,12,2018.0
Waitress,2018/11/4,106064,1406,39820,36521,108681,600,38625,168,135311,1361,Current,Musical,0.0106,11,4,2018.0
Waitress,2018/10/28,104658,118,3299,1147,108081,515,38457,93,133950,1095,Current,Musical,0.004699999999999999,10,28,2018.0
Waitress,2018/10/21,104540,87,2152,-3048,107566,464,38364,98,132855,1307,Current,Musical,0.0054,10,21,2018.0
Waitress,2018/10/14,104453,169,5200,3,107102,511,38266,103,131548,1373,Current,Musical,0.006,10,14,2018.0
Waitress,2018/10/7,104284,178,5197,772,106591,569,38163,216,130175,1617,Current,Musical,0.0074,10,7,2018.0
Waitress,2018/9/30,104106,2110,4425,-860,106022,5726,37947,1757,128558,10060,Current,Musical,0.054299999999999994,9,30,2018.0
Waitress,2018/7/30,101996,1,5285,-35,100296,0,36190,0,118498,1578,Current,Musical,0.0062,7,30,2018.0
Waitress,2018/7/23,101995,172,5320,-401,100296,481,36190,146,116920,959,Current,Musical,0.005,7,23,2018.0
Waitress,2018/7/16,101823,201,5721,2432,99815,529,36044,178,115961,1144,Current,Musical,0.006,7,16,2018.0
Waitress,2018/7/9,101622,117,3289,1301,99286,664,35866,132,114817,868,Current,Musical,0.0044,7,9,2018.0
Waitress,2018/7/2,101505,132,1988,-1446,98622,514,35734,63,113949,657,Current,Musical,0.0034000000000000002,7,2,2018.0
Waitress,2018/6/25,101373,79,3434,3434,98108,98108,35671,58,113292,543,Current,Musical,0.0027,6,25,2018.0
Waitress,2018/6/18,101294,353,0,-4505,97422.5,-96737,35613,145,112749,1374,Current,Musical,0.0076,6,18,2018.0
Waitress,2018/6/11,100941,256,4505,-3517,96737,695,35468,173,111375,1979,Current,Musical,0.0098,6,11,2018.0
Waitress,2018/6/4,100685,219,8022,6204,96042,671,35295,125,109396,1476,Current,Musical,0.0075,6,4,2018.0
Waitress,2018/5/28,100466,97,1818,-1692,95371,671,35170,67,107920,555,Current,Musical,0.003,5,28,2018.0
Waitress,2018/5/21,100369,88,3510,-186,94700,806,35103,103,107365,507,Current,Musical,0.0029,5,21,2018.0
Waitress,2018/5/14,100281,107,3696,-30,93894,760,35000,87,106858,550,Current,Musical,0.0031,5,14,2018.0
Waitress,2018/5/7,100174,129,3726,-19,93134,711,34913,93,106308,526,Current,Musical,0.0031,5,7,2018.0
Waitress,2018/4/30,100045,130,3745,-4314,92423,783,34820,177,105782,740,Current,Musical,0.0044,4,30,2018.0
Waitress,2018/4/23,99915,160,8059,1100,91640,789,34643,212,105042,344,Current,Musical,0.003,4,23,2018.0
Waitress,2018/4/16,99755,224,6959,823,90851,711,34431,287,104698,1133,Current,Musical,0.0069,4,16,2018.0
Waitress,2018/4/9,99531,171,6136,-6417,90140,623,34144,181,103565,949,Current,Musical,0.0055000000000000005,4,9,2018.0
Waitress,2018/4/2,99360,341,12553,8981,89517,589,33963,208,102616,1142,Current,Musical,0.0072,4,2,2018.0
Waitress,2018/3/26,99019,243,3572,-6154,88928,632,33755,133,101474,1030,Current,Musical,0.006,3,26,2018.0
Waitress,2018/3/19,98776,439,9726,-57,88296,723,33622,207,100444,1535,Current,Musical,0.0095,3,19,2018.0
Waitress,2018/3/12,98337,441,9783,5981,87573,834,33415,205,98909,1026,Current,Musical,0.0073,3,12,2018.0
Waitress,2018/3/5,97896,194,3802,-2756,86739,739,33210,165,97883,736,Current,Musical,0.0048,3,5,2018.0
Waitress,2018/2/26,97702,173,6558,-3405,86000,863,33045,141,97147,1058,Current,Musical,0.0060999999999999995,2,26,2018.0
Waitress,2018/2/19,97529,282,9963,5767,85137,712,32904,228,96089,1656,Current,Musical,0.0097,2,19,2018.0
Waitress,2018/2/12,97247,298,4196,-1389,84425,1281,32676,207,94433,913,Current,Musical,0.0064,2,12,2018.0
Waitress,2018/2/5,96949,247,5585,-2908,83144,1102,32469,245,93520,912,Current,Musical,0.0063,2,5,2018.0
Waitress,2018/1/29,96702,576,8493,-11133,82042,1580,32224,341,92608,1208,Current,Musical,0.0097,1,29,2018.0
Waitress,2018/1/22,96126,927,19626,9533,80462,1552,31883,375,91400,1228,Current,Musical,0.011699999999999999,1,22,2018.0
Waitress,2018/1/15,95199,288,10093,3561,78910,1048,31508,313,90172,1074,Current,Musical,0.0078000000000000005,1,15,2018.0
Waitress,2018/1/8,94911,224,6532,3628,77862,963,31195,194,89098,822,Current,Musical,0.0058,1,8,2018.0
Waitress,2018/1/2,94687,219,2904,-4020,76899,1132,31001,168,88276,625,Current,Musical,0.0048,1,2,2018.0
Waitress,2017/12/26,94468,527,6924,-113,75767,765,30833,154,87651,635,Current,Musical,0.0062,12,26,2017.0
Waitress,2017/12/18,93941,596,7037,-39502,75002,1015,30679,115,87016,647,Current,Musical,0.006500000000000001,12,18,2017.0
Waitress,2017/12/11,93345,2721,46539,35306,73987,1097,30564,139,86369,1005,Current,Musical,0.0187,12,11,2017.0
Waitress,2017/12/4,90624,478,11233,5577,72890,913,30425,196,85364,1059,Current,Musical,0.0085,12,4,2017.0
Waitress,2017/11/27,90146,403,5656,285,71977,918,30229,170,84305,983,Current,Musical,0.0077,11,27,2017.0
Waitress,2017/11/20,89743,329,5371,-1386,71059,918,30059,133,83322,784,Current,Musical,0.0062,11,20,2017.0
Waitress,2017/11/13,89414,355,6757,-43,70141,1086,29926,168,82538,728,Current,Musical,0.0062,11,13,2017.0
Waitress,2017/11/6,89059,411,6800,1605,69055,1077,29758,217,81810,937,Current,Musical,0.0079,11,6,2017.0
Waitress,2017/10/30,88648,213,5195,22,67978,816,29541,171,80873,541,Current,Musical,0.004699999999999999,10,30,2017.0
Waitress,2017/10/23,88435,283,5173,1525,67162,824,29370,147,80332,1065,Current,Musical,0.0076,10,23,2017.0
Waitress,2017/10/16,88152,147,3648,-4399,66338,869,29223,106,79267,660,Current,Musical,0.004699999999999999,10,16,2017.0
Waitress,2017/10/9,88005,404,8047,-18017,65469,799,29117,148,78607,854,Current,Musical,0.0072,10,9,2017.0
Waitress,2017/10/2,87601,825,26064,22164,64670,764,28969,230,77753,1783,Current,Musical,0.0148,10,2,2017.0
Waitress,2017/9/25,86776,125,3900,-2434,63906,769,28739,152,75970,604,Current,Musical,0.0046,9,25,2017.0
Waitress,2017/9/18,86651,258,6334,2863,63137,796,28587,150,75366,642,Current,Musical,0.0055000000000000005,9,18,2017.0
Waitress,2017/9/11,86393,280,3471,-1674,62341,738,28437,138,74724,726,Current,Musical,0.0060999999999999995,9,11,2017.0
Waitress,2017/9/4,86113,238,5145,1668,61603,669,28299,143,73998,1201,Current,Musical,0.0085,9,4,2017.0
Waitress,2017/8/28,85875,246,3477,-2433,60934,666,28156,166,72797,675,Current,Musical,0.0059,8,28,2017.0
Waitress,2017/8/21,85629,496,5910,1125,60268,737,27990,208,72122,948,Current,Musical,0.009000000000000001,8,21,2017.0
Waitress,2017/8/14,85133,330,4785,1718,59531,820,27782,182,71174,787,Current,Musical,0.0070999999999999995,8,14,2017.0
Waitress,2017/8/7,84803,198,3067,-2977,58711,719,27600,143,70387,659,Current,Musical,0.0055000000000000005,8,7,2017.0
Waitress,2017/7/31,84605,370,6044,-4951,57992,798,27457,230,69728,1045,Current,Musical,0.0091,7,31,2017.0
Waitress,2017/7/24,84235,537,10995,5824,57194,770,27227,123,68683,585,Current,Musical,0.006999999999999999,7,24,2017.0
Waitress,2017/7/17,83698,884,5171,-4465,56424,865,27104,150,68098,599,Current,Musical,0.0092,7,17,2017.0
Waitress,2017/7/9,82814,463,9636,2264,55559,837,26954,152,67499,548,Current,Musical,0.0066,7,9,2017.0
Waitress,2017/7/2,82351,304,7372,-1871,54722,875,26802,149,66951,740,Current,Musical,0.0068000000000000005,7,2,2017.0
Waitress,2017/6/25,82047,158,9243,422,53847,481,26653,147,66211,601,Current,Musical,0.0052,6,25,2017.0
West Side Story,2019/9/29,1742,79,2933,-2194,0,0,1789,45,13707,702,Upcoming,Musical,0.050300000000000004,9,29,2019.0
West Side Story,2019/9/22,1663,135,5127,-1550,0,0,1744,73,13005,541,Upcoming,Musical,0.0478,9,22,2019.0
West Side Story,2019/9/15,1528,152,6677,5428,0,-654,1671,62,12464,547,Upcoming,Musical,0.051100000000000007,9,15,2019.0
West Side Story,2019/9/8,1376,71,1249,-1622,0.0,654,1609,55,11917,790,Upcoming,Musical,0.0655,9,8,2019.0
West Side Story,2019/9/1,1305,79,2871,2648,0,0,1554,113,11127,413,Upcoming,Musical,0.0452,9,1,2019.0
West Side Story,2019/8/25,1226,4,223,-1929,0,-472,1441,266,10714,734,Upcoming,Musical,0.08109999999999999,8,25,2019.0
West Side Story,2019/8/18,1222,92,2152,-12,472,155,1175,18,9980,410,Upcoming,Musical,0.043899999999999995,8,18,2019.0
West Side Story,2019/8/11,1130,84,2164,1086,317,317,1157,12,9570,256,Upcoming,Musical,0.030600000000000002,8,11,2019.0
West Side Story,2019/8/4,1046,43,1078,-2067,0,0,1145,17,9314,380,Upcoming,Musical,0.0398,8,4,2019.0
West Side Story,2019/7/28,1003,0,3145,0,0,0,1128,0,8934,0,Upcoming,Musical,0.0,7,28,2019.0
Wicked,2019/9/29,1288596,235,27524,13052,302238,846,153524,302,347225,1800,Current,Musical,0.0013,9,29,2019.0
Wicked,2019/9/22,1288361,-120,14472,3656,301392,758,153222,316,345425,1357,Current,Musical,0.0009,9,22,2019.0
Wicked,2019/9/15,1288481,-125,10816,519,300634,1140,152906,149,344068,1071,Current,Musical,0.0006,9,15,2019.0
Wicked,2019/9/8,1288606,-58,10297,-598,299494,1034,152757,101419,342997,801,Current,Musical,0.060700000000000004,9,8,2019.0
Wicked,2019/9/1,1288664,-107,10895,3116,298460,729,152605.5,-101116,342196,996,Current,Musical,-0.0562,9,1,2019.0
Wicked,2019/8/25,1288771,-117,7779,-2695,297731,689,152454,143,341200,972,Current,Musical,0.0006,8,25,2019.0
Wicked,2019/8/18,1288888,-83,10474,2649,297042,757,152311,156,340228,997,Current,Musical,0.0006,8,18,2019.0
Wicked,2019/8/11,1288971,-134,7825,-899,296285,650,152155,91,339231,776,Current,Musical,0.0004,8,11,2019.0
Wicked,2019/8/4,1289105,-5,8724,-4273,295635,650,152064,91,338455,681,Current,Musical,0.0004,8,4,2019.0
Wicked,2019/7/28,1289110,368,12997,-7148,294985,805,151973,191,337774,836,Current,Musical,0.0008,7,28,2019.0
Wicked,2019/7/22,1288742,497,20145,2687,294180,760,151782,215,336938,1005,Current,Musical,0.001,7,22,2019.0
Wicked,2019/7/14,1288245,449,17458,-10477,293420,632,151567,253,335933,1041,Current,Musical,0.001,7,14,2019.0
Wicked,2019/7/7,1287796,631,27935,4023,292788,857,151314,152,334892,1077,Current,Musical,0.001,7,7,2019.0
Wicked,2019/6/30,1287165,661,23912,1210,291931,850,151162,220,333815,1810,Current,Musical,0.0015,6,30,2019.0
Wicked,2019/6/23,1286504,1709,22702,-2493,291081,682,150942,227,332005,2490,Current,Musical,0.0025,6,23,2019.0
Wicked,2019/6/16,1284795,1976,25195,15512,290399,669,150715,202,329515,1450,Current,Musical,0.0021,6,16,2019.0
Wicked,2019/6/9,1282819,181,9683,-1006,289730,641,150513,332,328065,1816,Current,Musical,0.0013,6,9,2019.0
Wicked,2019/6/2,1282638,155,10689,3056,289089,747,150181,154,326249,1412,Current,Musical,0.001,6,2,2019.0
Wicked,2019/5/26,1282483,9,7633,-13741,288342,666,150027,294,324837,607,Current,Musical,0.0005,5,26,2019.0
Wicked,2019/5/19,1282474,404,21374,13144,287676,795,149733,355,324230,1081,Current,Musical,0.001,5,19,2019.0
Wicked,2019/5/12,1282070,147,8230,-7662,286881,783,149378,53,323149,836,Current,Musical,0.0006,5,12,2019.0
Wicked,2019/5/5,1281923,204,15892,15892,286098,648,149325,128,322313,871,Current,Musical,0.0007000000000000001,5,5,2019.0
Wicked,2019/4/28,1281719,370,0,0,285450,723,149197,230,321442,816,Current,Musical,0.0008,4,28,2019.0
Wicked,2019/4/21,1281349,363,0,0,284727,806,148967,205,320626,838,Current,Musical,0.0008,4,21,2019.0
Wicked,2019/4/14,1280986,-12,0,-5330,283921,804,148762,154,319788,1095,Current,Musical,0.0007000000000000001,4,14,2019.0
Wicked,2019/4/7,1280998,-67,5330,-230,283117,680,148608,145,318693,1181,Current,Musical,0.0007000000000000001,4,7,2019.0
Wicked,2019/3/31,1281065,-95,5560,-368,282437,751,148463,90,317512,1203,Current,Musical,0.0007000000000000001,3,31,2019.0
Wicked,2019/3/24,1281160,-114,5928,-670,281686,777,148373,200,316309,1319,Current,Musical,0.0008,3,24,2019.0
Wicked,2019/3/17,1281274,-171,6598,-2880,280909,772,148173,141,314990,942,Current,Musical,0.0005,3,17,2019.0
Wicked,2019/3/10,1281445,-65,9478,1965,280137,758,148032,64,314048,1333,Current,Musical,0.0008,3,10,2019.0
Wicked,2019/3/3,1281510,-94,7513,1557,279379,712,147968,114,312715,913,Current,Musical,0.0005,3,3,2019.0
Wicked,2019/2/24,1281604,-12,5956,-8627,278667,864,147854,437,311802,982,Current,Musical,0.0008,2,24,2019.0
Wicked,2019/2/17,1281616,-163,14583,8803,277803,877,147417,234,310820,1041,Current,Musical,0.0006,2,17,2019.0
Wicked,2019/2/10,1281779,-197,5780,250,276926,987,147183,128,309779,1285,Current,Musical,0.0007000000000000001,2,10,2019.0
Wicked,2019/2/3,1281976,-300,5530,-8469,275939,972,147055,133,308494,793,Current,Musical,0.0004,2,3,2019.0
Wicked,2019/1/27,1282276,61,13999,8350,274967,1026,146922,279,307701,1627,Current,Musical,0.0011,1,27,2019.0
Wicked,2019/1/20,1282215,-129,5649,1559,273941,857,146643,184,306074,1383,Current,Musical,0.0008,1,20,2019.0
Wicked,2019/1/13,1282344,-55,4090,-2542,273084,1014,146459,227,304691,1644,Current,Musical,0.001,1,13,2019.0
Wicked,2019/1/6,1282399,-104,6632,1719,272070,815,146232,112,303047,680,Current,Musical,0.0004,1,6,2019.0
Wicked,2018/12/30,1282503,-573,4913,-1368,271255,2786,146120,316,302367,4740,Current,Musical,0.0026,12,30,2018.0
Wicked,2018/12/10,1283076,26,6281,-7042,268469,999,145804,198,297627,1987,Current,Musical,0.0013,12,10,2018.0
Wicked,2018/12/3,1283050,-110,13323,-6261,267470,839,145606,213,295640,2735,Current,Musical,0.0016,12,3,2018.0
Wicked,2018/11/26,1283160,70,19584,812,266631,762,145393,232,292905,2454,Current,Musical,0.0016,11,26,2018.0
Wicked,2018/11/18,1283090,161,18772,1737,265869,807,145161,249,290451,3147,Current,Musical,0.0021,11,18,2018.0
Wicked,2018/11/12,1282929,831,17035,-98323,265062,796,144912,-353,287304,3670,Current,Musical,0.0024,11,12,2018.0
Wicked,2018/11/4,1282098,7832,115358,42254,264266,1099,145265,4717,283634,11620,Current,Musical,0.0143,11,4,2018.0
Wicked,2018/10/28,1274266,2751,73104,25097,263167,867,140548,540,272014,4905,Current,Musical,0.0049,10,28,2018.0
Wicked,2018/10/21,1271515,1813,48007,20181,262300,807,140008,1733,267109,8632,Current,Musical,0.0073,10,21,2018.0
Wicked,2018/10/14,1269702,808,27826,19181,261493,696,138275,755,258477,1981,Current,Musical,0.0021,10,14,2018.0
Wicked,2018/10/7,1268894,256,8645,-58098,260797,634,137520,452,256496,2094,Current,Musical,0.0017000000000000001,10,7,2018.0
Wicked,2018/9/30,1268638,3880,66743,53584,260163,6357,137068,2273,254402,16044,Current,Musical,0.013600000000000001,9,30,2018.0
Wicked,2018/7/30,1264758,0,13159,0,253806,-1,134795,-6,238358,1527,Current,Musical,0.0009,7,30,2018.0
Wicked,2018/7/23,1264758,188,13159,-4751,253807,786,134801,136,236831,1983,Current,Musical,0.0014000000000000002,7,23,2018.0
Wicked,2018/7/16,1264570,353,17910,9933,253021,579,134665,-2133,234848,2645,Current,Musical,0.0005,7,16,2018.0
Wicked,2018/7/9,1264217,79,7977,-21812,252442,789,136798,142,232203,880,Current,Musical,0.0007000000000000001,7,9,2018.0
Wicked,2018/7/2,1264138,671,29789,13713,251653,837,136656,220,231323,1775,Current,Musical,0.0016,7,2,2018.0
Wicked,2018/6/25,1263467,-50,16076,16076,250816,250816,136436,135,229548,577,Current,Musical,0.0004,6,25,2018.0
Wicked,2018/6/18,1263517,12,0,-3572,249969.0,-249122,136301,187,228971,1117,Current,Musical,0.0008,6,18,2018.0
Wicked,2018/6/11,1263505,186,3572,-1054,249122,927,136114,360,227854,1067,Current,Musical,0.001,6,11,2018.0
Wicked,2018/6/4,1263319,200,4626,-3753,248195,862,135754,208,226787,901,Current,Musical,0.0008,6,4,2018.0
Wicked,2018/5/28,1263119,-52,8379,-1941,247333,959,135546,36,225886,824,Current,Musical,0.0005,5,28,2018.0
Wicked,2018/5/21,1263171,-112,10320,728,246374,871,135510,178,225062,1778,Current,Musical,0.0011,5,21,2018.0
Wicked,2018/5/14,1263283,-280,9592,-2516,245503,807,135332,177,223284,858,Current,Musical,0.0005,5,14,2018.0
Wicked,2018/5/7,1263563,-271,12108,4169,244696,769,135155,111,222426,1708,Current,Musical,0.001,5,7,2018.0
Wicked,2018/4/30,1263834,-306,7939,-2325,243927,804,135044,153,220718,1083,Current,Musical,0.0006,4,30,2018.0
