Show,Date,FB Likes,Likes Vs.Last Week,FB Talking About,Talking Vs.Last Week,FB Checkins,Checkins vs.Last Week,Twitter Followers,Twitter vs.Last Week,Instagram Followers,IG Followers vs.Last Week,Current,Type,Total Fans Change,Month,Day,Year
Hamilton,2017/12/26,707598,4378,62500,40552,123864,930,656555,3009,917048,6102,Current,Musical,0.0059,12,26,2017.0
Hamilton,2017/12/18,703220,1227,21948,-24485,122934,895,653546,2816,910946,4729,Current,Musical,0.0039000000000000003,12,18,2017.0
Hamilton,2017/12/11,701993,1470,46433,14082,122039,912,650730,2938,906217,5227,Current,Musical,0.0043,12,11,2017.0
Hamilton,2017/12/4,700523,0,32351,0,121127,0,647792,0,900990,0,Current,Musical,0.0,12,4,2017.0
Hamilton,2017/11/27,698986,1577,17415,-1120,120040,840,644835,2976,896852,6601,Current,Musical,0.005,11,27,2017.0
Hamilton,2017/11/20,697409,1417,18535,-67712,119200,1017,641859,2830,890251,5450,Current,Musical,0.0044,11,20,2017.0
Hamilton,2017/11/13,695992,2115,86247,35366,118183,1064,639029,3593,884801,4671,Current,Musical,0.004699999999999999,11,13,2017.0
Hamilton,2017/11/6,693877,1463,50881,22687,117119,1076,635436,2835,880130,3922,Current,Musical,0.0037,11,6,2017.0
Hamilton,2017/10/30,692414,1340,28194,9395,116043,956,632601,2490,876208,3182,Current,Musical,0.0032,10,30,2017.0
Hamilton,2017/10/23,691074,1003,18799,11123,115087,1155,630111,2394,873026,3206,Current,Musical,0.003,10,23,2017.0
Hamilton,2017/10/16,690071,940,7676,-29239,113932,1071,627717,2215,869820,2611,Current,Musical,0.0026,10,16,2017.0
Hamilton,2017/10/9,689131,1462,36915,28269,112861,1157,625502,4517,867209,4372,Current,Musical,0.0048,10,9,2017.0
Hamilton,2017/10/2,687669,1005,8646,-11999,111704,1019,620985,5610,862837,2858,Current,Musical,0.0044,10,2,2017.0
Hamilton,2017/9/25,686664,886,20645,9993,110685,1054,615375,2839,859979,2943,Current,Musical,0.0031,9,25,2017.0
Hamilton,2017/9/18,685778,765,10652,-23964,109631,995,612536,2614,857036,2070,Current,Musical,0.0025,9,18,2017.0
Hamilton,2017/9/11,685013,1175,34616,23167,108636,874,609922,2287,854966,2381,Current,Musical,0.0027,9,11,2017.0
Hamilton,2017/9/4,683838,839,11449,-33124,107762,856,607635,595,852585,1134,Current,Musical,0.0012,9,4,2017.0
Hamilton,2017/8/28,682999,1312,44573,16298,106906,936,607040,1049,851451,3096,Current,Musical,0.0026,8,28,2017.0
Hamilton,2017/8/21,681687,1518,28275,-67502,105970,1075,605991,4725,848355,4895,Current,Musical,0.0052,8,21,2017.0
Hamilton,2017/8/14,680169,6704,95777,72553,104895,1168,601266,3365,843460,7029,Current,Musical,0.008100000000000001,8,14,2017.0
Hamilton,2017/8/7,673465,1259,23224,-4222,103727,792,597901,1452,836431,3732,Current,Musical,0.0031,8,7,2017.0
Hamilton,2017/7/31,672206,1484,27446,-13342,102935,890,596449,1790,832699,3793,Current,Musical,0.0034000000000000002,7,31,2017.0
Hamilton,2017/7/24,670722,1043,40788,-32341,102045,666,594659,1744,828906,4183,Current,Musical,0.0033,7,24,2017.0
Hamilton,2017/7/17,669679,3322,73129,21984,101379,1144,592915,2626,824723,5596,Current,Musical,0.005600000000000001,7,17,2017.0
Hamilton,2017/7/9,666357,2951,51145,-9379,100235,1009,590289,2782,819127,4529,Current,Musical,0.005,7,9,2017.0
Hamilton,2017/7/2,663406,3970,60524,-29960,99226,1298,587507,4063,814598,7018,Current,Musical,0.0073,7,2,2017.0
Hamilton,2017/6/25,659436,1086,90484,69543,97928,606,583444,2801,807580,3245,Current,Musical,0.0034999999999999996,6,25,2017.0
Jagged Little Pill,2019/9/29,7051,101,1366,-104,0,0,3756,45,18377,297,Upcoming,Musical,0.0154,9,29,2019.0
Jagged Little Pill,2019/9/22,6950,105,1470,-283,0,0,3711,41,18080,243,Upcoming,Musical,0.0137,9,22,2019.0
Jagged Little Pill,2019/9/15,6845,0,1753,0,0,0,3670,0,17837,0,Upcoming,Musical,0.0,9,15,2019.0
Lincoln Center Theatre,2019/9/29,96686,2,280,129,247480,160,47863,34,23679,10,Upcoming,Play,0.0003,9,29,2019.0
Lincoln Center Theatre,2019/9/22,96684,-17,151,-37,247320,113,47829,20,23669,19,Upcoming,Play,0.0001,9,22,2019.0
Lincoln Center Theatre,2019/9/15,96701,0,188,0,247207,0,47809,0,23650,0,Upcoming,Play,0.0,9,15,2019.0
Manhattan Theatre Club,2019/9/29,30287,20,615,170,12428,21,13622,15,13515,143,Current,Venue,0.0031,9,29,2019.0
Manhattan Theatre Club,2019/9/22,30267,0,445,-24,12407,13,13607,16,13372,140,Current,Venue,0.0027,9,22,2019.0
Manhattan Theatre Club,2019/9/15,30267,18,469,-312,12394,9,13591,13,13232,137,Current,Venue,0.003,9,15,2019.0
Manhattan Theatre Club,2019/9/8,30249,14,781,-85,12385,2,13578,-22086,13095,79,Current,Venue,-0.2787,9,8,2019.0
Manhattan Theatre Club,2019/9/1,30235,17,866,-296,12383,1,13574.0,22094,13016,97,Current,Venue,0.39159999999999995,9,1,2019.0
Manhattan Theatre Club,2019/8/25,30218,11,1162,-987,12382,0,13570,5,12919,100,Current,Venue,0.002,8,25,2019.0
Manhattan Theatre Club,2019/8/18,30207,33,2149,2003,12382,5,13565,17,12819,89,Current,Venue,0.0025,8,18,2019.0
Manhattan Theatre Club,2019/8/11,30174,6,146,-288,12377,4,13548,6,12730,49,Current,Venue,0.0011,8,11,2019.0
Manhattan Theatre Club,2019/8/4,30168,6,434,369,12373,-4,13542,13,12681,64,Current,Venue,0.0015,8,4,2019.0
Manhattan Theatre Club,2019/7/28,30162,10,65,-3,12377,-1,13529,8,12617,74,Current,Venue,0.0016,7,28,2019.0
Manhattan Theatre Club,2019/7/22,30152,1,68,-35,12378,0,13521,5,12543,52,Current,Venue,0.001,7,22,2019.0
Manhattan Theatre Club,2019/7/14,30151,22,103,-221,12378,-1,13516,35,12491,29,Current,Venue,0.0015,7,14,2019.0
Manhattan Theatre Club,2019/7/7,30129,16,324,-18,12379,27,13481,1,12462,25,Current,Venue,0.0007000000000000001,7,7,2019.0
Manhattan Theatre Club,2019/6/30,30113,23,342,-47,12352,23,13480,12,12437,51,Current,Venue,0.0015,6,30,2019.0
Manhattan Theatre Club,2019/6/23,30090,24,389,-155,12329,24,13468,24,12386,90,Current,Venue,0.0025,6,23,2019.0
Manhattan Theatre Club,2019/6/16,30066,26,544,-322,12305,30,13444,36,12296,119,Current,Venue,0.0033,6,16,2019.0
Manhattan Theatre Club,2019/6/9,30040,39,866,309,12275,27,13408,38,12177,170,Current,Venue,0.0045000000000000005,6,9,2019.0
Manhattan Theatre Club,2019/6/2,30001,28,557,72,12248,19,13370,5,12007,50,Current,Venue,0.0015,6,2,2019.0
Manhattan Theatre Club,2019/5/26,29973,19,485,50,12229,28,13365,2,11957,73,Current,Venue,0.0017000000000000001,5,26,2019.0
Manhattan Theatre Club,2019/5/19,29954,13,435,-35,12201,38,13363,16,11884,129,Current,Venue,0.0029,5,19,2019.0
Manhattan Theatre Club,2019/5/12,29941,25,470,-1961,12163,10,13347,16,11755,148,Current,Venue,0.0034000000000000002,5,12,2019.0
Manhattan Theatre Club,2019/5/5,29916,39,2431,2431,12153,49,13331,27,11607,128,Current,Venue,0.0034999999999999996,5,5,2019.0
Manhattan Theatre Club,2019/4/28,29877,19,0,0,12104,21,13304,30,11479,115,Current,Venue,0.003,4,28,2019.0
Manhattan Theatre Club,2019/4/21,29858,7,0,0,12083,25,13274,20,11364,44,Current,Venue,0.0013,4,21,2019.0
Manhattan Theatre Club,2019/4/14,29851,10,0,-280,12058,31,13254,17,11320,43,Current,Venue,0.0013,4,14,2019.0
Manhattan Theatre Club,2019/4/7,29841,-1,280,-201,12027,32,13237,25,11277,70,Current,Venue,0.0017000000000000001,4,7,2019.0
Manhattan Theatre Club,2019/3/31,29842,18,481,-762,11995,13,13212,22,11207,71,Current,Venue,0.002,3,31,2019.0
Manhattan Theatre Club,2019/3/24,29824,9,1243,825,11982,23,13190,23,11136,80,Current,Venue,0.0021,3,24,2019.0
Manhattan Theatre Club,2019/3/17,29815,12,418,-583,11959,12,13167,13,11056,81,Current,Venue,0.002,3,17,2019.0
Manhattan Theatre Club,2019/3/10,29803,33,1001,-759,11947,45,13154,23,10975,133,Current,Venue,0.0034999999999999996,3,10,2019.0
Manhattan Theatre Club,2019/3/3,29770,22,1760,884,11902,36,13131,23,10842,112,Current,Venue,0.0029,3,3,2019.0
Manhattan Theatre Club,2019/2/24,29748,23,876,-219,11866,49,13108,17,10730,85,Current,Venue,0.0023,2,24,2019.0
Manhattan Theatre Club,2019/2/17,29725,45,1095,-52,11817,49,13091,22,10645,75,Current,Venue,0.0027,2,17,2019.0
Manhattan Theatre Club,2019/2/10,29680,57,1147,-403,11768,13,13069,21,10570,113,Current,Venue,0.0036,2,10,2019.0
Manhattan Theatre Club,2019/2/3,29623,48,1550,-270,11755,27,13048,13,10457,144,Current,Venue,0.0039000000000000003,2,3,2019.0
Manhattan Theatre Club,2019/1/27,29575,64,1820,966,11728,20,13035,25,10313,165,Current,Venue,0.0048,1,27,2019.0
Manhattan Theatre Club,2019/1/20,29511,43,854,-1416,11708,29,13010,25,10148,225,Current,Venue,0.005600000000000001,1,20,2019.0
Manhattan Theatre Club,2019/1/13,29468,63,2270,1441,11679,29,12985,28,9923,787,Current,Venue,0.017,1,13,2019.0
Manhattan Theatre Club,2019/1/6,29405,46,829,53,11650,48,12957,17,9136,105,Current,Venue,0.0033,1,6,2019.0
Manhattan Theatre Club,2018/12/30,29359,0,776,0,11602,0,12940,0,9031,0,Current,Venue,0.0,12,30,2018.0
Manhattan Theatre Club,2018/6/18,28291,0,0,0,0,0,12489,0,7450,0,Current,Venue,0.0,6,18,2018.0
Mean Girls,2019/9/29,54074,332,3900,2025,64109,850,36553,317,219915,2188,Current,Musical,0.0092,9,29,2019.0
Mean Girls,2019/9/22,53742,100,1875,-441,63259,780,36236,167,217727,1721,Current,Musical,0.006500000000000001,9,22,2019.0
Mean Girls,2019/9/15,53642,65,2316,58,62479,906,36069,253,216006,2673,Current,Musical,0.009899999999999999,9,15,2019.0
Mean Girls,2019/9/8,53577,75,2258,961,61573,774,35816,20269,213333,1091,Current,Musical,0.0762,9,8,2019.0
Mean Girls,2019/9/1,53502,86,1297,-675,60799,769,35605.5,-19848,212242,2019,Current,Musical,-0.0593,9,1,2019.0
Mean Girls,2019/8/25,53416,114,1972,-2542,60030,833,35395,247,210223,2112,Current,Musical,0.0083,8,25,2019.0
Mean Girls,2019/8/18,53302,232,4514,3068,59197,668,35148,256,208111,2022,Current,Musical,0.0085,8,18,2019.0
Mean Girls,2019/8/11,53070,65,1446,-678,58529,692,34892,195,206089,1180,Current,Musical,0.0049,8,11,2019.0
Mean Girls,2019/8/4,53005,110,2124,555,57837,710,34697,227,204909,1217,Current,Musical,0.0053,8,4,2019.0
Mean Girls,2019/7/28,52895,101,1569,-39,57127,698,34470,218,203692,1706,Current,Musical,0.006999999999999999,7,28,2019.0
Mean Girls,2019/7/22,52794,71,1608,248,56429,723,34252,146,201986,901,Current,Musical,0.0039000000000000003,7,22,2019.0
Mean Girls,2019/7/14,52723,83,1360,96,55706,603,34106,233,201085,1215,Current,Musical,0.0053,7,14,2019.0
Mean Girls,2019/7/7,52640,61,1264,-8759,55103,726,33873,174,199870,760,Current,Musical,0.0034999999999999996,7,7,2019.0
Mean Girls,2019/6/30,52579,164,10023,8607,54377,838,33699,150,199110,723,Current,Musical,0.0036,6,30,2019.0
Mean Girls,2019/6/23,52415,101,1416,-1064,53539,715,33549,126,198387,777,Current,Musical,0.0034999999999999996,6,23,2019.0
Mean Girls,2019/6/16,52314,126,2480,-824,52824,698,33423,233,197610,646,Current,Musical,0.0036,6,16,2019.0
Mean Girls,2019/6/9,52188,128,3304,840,52126,640,33190,302,196964,1694,Current,Musical,0.0076,6,9,2019.0
Mean Girls,2019/6/2,52060,63,2464,1354,51486,827,32888,204,195270,1694,Current,Musical,0.006999999999999999,6,2,2019.0
Mean Girls,2019/5/26,51997,39,1110,-44,50659,829,32684,210,193576,1219,Current,Musical,0.0053,5,26,2019.0
Mean Girls,2019/5/19,51958,70,1154,-117,49830,738,32474,242,192357,917,Current,Musical,0.0045000000000000005,5,19,2019.0
Mean Girls,2019/5/12,51888,75,1271,-78,49092,738,32232,152,191440,1077,Current,Musical,0.0048,5,12,2019.0
Mean Girls,2019/5/5,51813,131,1349,1349,48354,868,32080,301,190363,682,Current,Musical,0.0040999999999999995,5,5,2019.0
Mean Girls,2019/4/28,51682,75,0,0,47486,797,31779,170,189681,609,Current,Musical,0.0031,4,28,2019.0
Mean Girls,2019/4/21,51607,102,0,0,46689,756,31609,250,189072,737,Current,Musical,0.004,4,21,2019.0
Mean Girls,2019/4/14,51505,78,0,-1499,45933,724,31359,175,188335,1023,Current,Musical,0.004699999999999999,4,14,2019.0
Mean Girls,2019/4/7,51427,63,1499,-158,45209,750,31184,253,187312,1367,Current,Musical,0.0063,4,7,2019.0
Mean Girls,2019/3/31,51364,81,1657,-2,44459,778,30931,193,185945,1094,Current,Musical,0.0051,3,31,2019.0
Mean Girls,2019/3/24,51283,103,1659,-14,43681,849,30738,245,184851,1367,Current,Musical,0.006500000000000001,3,24,2019.0
Mean Girls,2019/3/17,51180,124,1673,25,42832,764,30493,197,183484,1177,Current,Musical,0.005699999999999999,3,17,2019.0
Mean Girls,2019/3/10,51056,89,1648,332,42068,766,30296,166,182307,842,Current,Musical,0.0042,3,10,2019.0
Mean Girls,2019/3/3,50967,83,1316,-156,41302,840,30130,188,181465,622,Current,Musical,0.0034000000000000002,3,3,2019.0
Mean Girls,2019/2/24,50884,71,1472,32,40462,920,29942,171,180843,746,Current,Musical,0.0038,2,24,2019.0
Mean Girls,2019/2/17,50813,123,1440,-40,39542,781,29771,183,180097,860,Current,Musical,0.0045000000000000005,2,17,2019.0
Mean Girls,2019/2/10,50690,106,1480,-57,38761,935,29588,167,179237,703,Current,Musical,0.0038,2,10,2019.0
Mean Girls,2019/2/3,50584,90,1537,-140,37826,901,29421,138,178534,769,Current,Musical,0.0039000000000000003,2,3,2019.0
Mean Girls,2019/1/27,50494,97,1677,-1364,36925,939,29283,199,177765,1200,Current,Musical,0.0058,1,27,2019.0
Mean Girls,2019/1/20,50397,104,3041,1459,35986,811,29084,167,176565,968,Current,Musical,0.0049,1,20,2019.0
Mean Girls,2019/1/13,50293,90,1582,-784,35175,959,28917,189,175597,781,Current,Musical,0.0042,1,13,2019.0
Mean Girls,2019/1/6,50203,72,2366,707,34216,696,28728,136,174816,310,Current,Musical,0.002,1,6,2019.0
Mean Girls,2018/12/30,50131,559,1659,-801,33520,2639,28592,696,174506,3863,Current,Musical,0.0206,12,30,2018.0
Mean Girls,2018/12/10,49572,178,2460,-804,30881,897,27896,287,170643,1017,Current,Musical,0.006,12,10,2018.0
Mean Girls,2018/12/3,49394,327,3264,1077,29984,885,27609,980,169626,1489,Current,Musical,0.0115,12,3,2018.0
Mean Girls,2018/11/26,49067,267,2187,1044,29099,689,26629,299,168137,2517,Current,Musical,0.0128,11,26,2018.0
Mean Girls,2018/11/18,48800,150,1143,-879,28410,786,26330,129,165620,1226,Current,Musical,0.0063,11,18,2018.0
Mean Girls,2018/11/12,48650,174,2022,-489,27624,909,26201,138,164394,1181,Current,Musical,0.0063,11,12,2018.0
Mean Girls,2018/11/4,48476,187,2511,-435,26715,934,26063,273,163213,1931,Current,Musical,0.0102,11,4,2018.0
Mean Girls,2018/10/28,48289,212,2946,1294,25781,884,25790,177,161282,2068,Current,Musical,0.0105,10,28,2018.0
Mean Girls,2018/10/21,48077,222,1652,83,24897,753,25613,209,159214,1582,Current,Musical,0.0087,10,21,2018.0
Mean Girls,2018/10/14,47855,185,1569,-10172,24144,815,25404,225,157632,2077,Current,Musical,0.0109,10,14,2018.0
Mean Girls,2018/10/7,47670,917,11741,9150,23329,1010,25179,1137,155555,6369,Current,Musical,0.0383,10,7,2018.0
Mean Girls,2018/9/30,46753,3296,2591,658,22319,6403,24042,2851,149186,13700,Current,Musical,0.0992,9,30,2018.0
Mean Girls,2018/7/30,43457,1,1933,3,15916,1,21191,7,135486,1374,Current,Musical,0.006999999999999999,7,30,2018.0
Mean Girls,2018/7/23,43456,275,1930,-222,15915,584,21184,287,134112,1344,Current,Musical,0.0097,7,23,2018.0
Mean Girls,2018/7/16,43181,321,2152,529,15331,663,20897,397,132768,2287,Current,Musical,0.0155,7,16,2018.0
Mean Girls,2018/7/9,42860,261,1623,-227,14668,696,20500,386,130481,2162,Current,Musical,0.0147,7,9,2018.0
Mean Girls,2018/7/2,42599,335,1850,-265,13972,734,20114,384,128319,3667,Current,Musical,0.0235,7,2,2018.0
Mean Girls,2018/6/25,42264,217,2115,2115,13238,13238,19730,286,124652,1772,Current,Musical,0.0123,6,25,2018.0
Mean Girls,2018/6/18,42047,1033,0,-3182,12294.0,-11350,19444,926,122880,5528,Current,Musical,0.042300000000000004,6,18,2018.0
Mean Girls,2018/6/11,41014,946,3182,-29,11350,1033,18518,1464,117352,6957,Current,Musical,0.0559,6,11,2018.0
Mean Girls,2018/6/4,40068,573,3211,522,10317,1053,17054,798,110395,4689,Current,Musical,0.0375,6,4,2018.0
Mean Girls,2018/5/28,39495,593,2689,-2191,9264,1069,16256,948,105706,4195,Current,Musical,0.0368,5,28,2018.0
Mean Girls,2018/5/21,38902,533,4880,-2008,8195,1071,15308,946,101511,4497,Current,Musical,0.039900000000000005,5,21,2018.0
Mean Girls,2018/5/14,38369,613,6888,-13316,7124,1131,14362,453,97014,2947,Current,Musical,0.0275,5,14,2018.0
Mean Girls,2018/5/7,37756,1487,20204,-12529,5993,1227,13909,956,94067,4056,Current,Musical,0.0467,5,7,2018.0
Mean Girls,2018/4/30,36269,1968,32733,18958,4766,1156,12953,409,90011,2455,Current,Musical,0.036000000000000004,4,30,2018.0
Mean Girls,2018/4/23,34301,1703,13775,6574,3610,1064,12544,506,87556,3221,Current,Musical,0.0421,4,23,2018.0
Mean Girls,2018/4/16,32598,465,7201,-18028,2546,1209,12038,422,84335,4554,Current,Musical,0.044000000000000004,4,16,2018.0
Mean Girls,2018/4/9,32133,2028,25229,22518,1337,881,11616,751,79781,5140,Current,Musical,0.06849999999999999,4,9,2018.0
Mean Girls,2018/4/2,30105,359,2711,-707,456,453,10865,229,74641,1635,Current,Musical,0.0196,4,2,2018.0
Mean Girls,2018/3/26,29746,520,3418,1407,3,3,10636,267,73006,1813,Current,Musical,0.0235,3,26,2018.0
Mean Girls,2018/3/19,29226,229,2011,-935,0,0,10369,237,71193,2360,Current,Musical,0.0262,3,19,2018.0
Mean Girls,2018/3/12,28997,375,2946,774,0,0,10132,220,68833,1145,Upcoming,Musical,0.016399999999999998,3,12,2018.0
Mean Girls,2018/3/5,28622,234,2172,-312,0,0,9912,116,67688,1408,Upcoming,Musical,0.0168,3,5,2018.0
Mean Girls,2018/2/26,28388,257,2484,-1562,0,0,9796,91,66280,1172,Upcoming,Musical,0.0148,2,26,2018.0
Mean Girls,2018/2/19,28131,346,4046,580,0,0,9705,48,65108,1248,Upcoming,Musical,0.016200000000000003,2,19,2018.0
Mean Girls,2018/2/12,27785,362,3466,507,0,0,9657,110,63860,2020,Upcoming,Musical,0.0252,2,12,2018.0
Mean Girls,2018/2/5,27423,305,2959,1739,0,0,9547,62,61840,1257,Upcoming,Musical,0.0167,2,5,2018.0
Mean Girls,2018/1/29,27118,264,1220,308,0,0,9485,88,60583,901,Upcoming,Musical,0.0131,1,29,2018.0
Mean Girls,2018/1/22,26854,162,912,-263,0,0,9397,13,59682,945,Upcoming,Musical,0.0118,1,22,2018.0
Mean Girls,2018/1/15,26692,170,1175,-3422,0,0,9384,48,58737,1302,Upcoming,Musical,0.0163,1,15,2018.0
Mean Girls,2018/1/8,26522,441,4597,1461,0,0,9336,60,57435,2178,Upcoming,Musical,0.0296,1,8,2018.0
Mean Girls,2018/1/2,26081,681,3136,-1509,0,0,9276,66,55257,2498,Upcoming,Musical,0.0371,1,2,2018.0
Mean Girls,2017/12/26,25400,834,4645,1834,0,0,9210,92,52759,1868,Upcoming,Musical,0.033,12,26,2017.0
Mean Girls,2017/12/18,24566,547,2811,1845,0,0,9118,52,50891,1023,Upcoming,Musical,0.0196,12,18,2017.0
Mean Girls,2017/12/11,24019,176,966,-63,0,0,9066,63,49868,1187,Upcoming,Musical,0.0175,12,11,2017.0
Mean Girls,2017/12/4,23843,394,1029,-1558,0,0,9003,103,48681,1781,Upcoming,Musical,0.0287,12,4,2017.0
Mean Girls,2017/11/27,23449,951,2587,182,0,0,8900,268,46900,4969,Upcoming,Musical,0.08470000000000001,11,27,2017.0
Mean Girls,2017/11/20,22498,534,2405,1976,0,0,8632,127,41931,1342,Upcoming,Musical,0.0282,11,20,2017.0
Mean Girls,2017/11/13,21964,177,429,-1817,0,0,8505,82,40589,1196,Upcoming,Musical,0.0209,11,13,2017.0
Mean Girls,2017/11/6,21787,283,2246,1995,0,0,8423,258,39393,1413,Upcoming,Musical,0.028900000000000002,11,6,2017.0
Mean Girls,2017/10/30,21504,119,251,-604,0,0,8165,70,37980,868,Upcoming,Musical,0.0159,10,30,2017.0
Mean Girls,2017/10/23,21385,197,855,-1622,0,0,8095,24,37112,1314,Upcoming,Musical,0.0236,10,23,2017.0
Mean Girls,2017/10/16,21188,353,2477,-23135,0,0,8071,67,35798,1616,Upcoming,Musical,0.0323,10,16,2017.0
Mean Girls,2017/10/9,20835,2664,25612,21321,0,0,8004,781,34182,4348,Upcoming,Musical,0.1411,10,9,2017.0
Mean Girls,2017/10/2,18171,468,4291,3114,0,0,7223,180,29834,2303,Upcoming,Musical,0.0564,10,2,2017.0
Mean Girls,2017/9/25,17703,296,1177,-54579,0,0,7043,141,27531,2331,Upcoming,Musical,0.0559,9,25,2017.0
Mean Girls,2017/9/18,17407,14131,55756,47865,0,0,6902,577,25200,3175,Upcoming,Musical,0.5655,9,18,2017.0
Mean Girls,2017/9/11,3276,1777,7891,7855,0,0,6325,1983,22025,8477,Upcoming,Musical,0.6311,9,11,2017.0
Mean Girls,2017/9/4,1499,27,36,9,0,0,4342,27,13548,340,Upcoming,Musical,0.0207,9,4,2017.0
Mean Girls,2017/8/28,1472,31,27,-28,0,0,4315,39,13208,202,Upcoming,Musical,0.014499999999999999,8,28,2017.0
Mean Girls,2017/8/21,1441,56,55,12,0,0,4276,82,13006,789,Upcoming,Musical,0.0521,8,21,2017.0
Mean Girls,2017/8/14,1385,40,43,-21,0,0,4194,95,12217,653,Upcoming,Musical,0.0463,8,14,2017.0
Mean Girls,2017/8/7,1345,76,64,-1183,0,0,4099,143,11564,873,Upcoming,Musical,0.06860000000000001,8,7,2017.0
Mean Girls,2017/7/31,1269,729,1247,1237,0,0,3956,1637,10691,7503,Upcoming,Musical,1.632,7,31,2017.0
Mean Girls,2017/7/24,540,8,10,0,0,0,2319,5,3188,50,Upcoming,Musical,0.0105,7,24,2017.0
Mean Girls,2017/7/17,532,13,10,-5,0,0,2314,11,3138,63,Upcoming,Musical,0.0148,7,17,2017.0
Mean Girls,2017/7/9,519,13,15,-13,0,0,2303,11,3075,40,Upcoming,Musical,0.011000000000000001,7,9,2017.0
Mean Girls,2017/7/2,506,19,28,14,0,0,2292,10,3035,58,Upcoming,Musical,0.0151,7,2,2017.0
Mean Girls,2017/6/25,487,0,14,0,0,0,2282,0,2977,0,Upcoming,Musical,0.0,6,25,2017.0
Moulin Rouge,2019/9/29,59802,193,5410,-5505,20950,1162,16093,60,93617,708,Current,Musical,0.005699999999999999,9,29,2019.0
Moulin Rouge,2019/9/22,59609,522,10915,5655,19788,1136,16033,157,92909,1067,Current,Musical,0.0105,9,22,2019.0
Moulin Rouge,2019/9/15,59087,203,5260,1340,18652,1304,15876,196,91842,1904,Current,Musical,0.013999999999999999,9,15,2019.0
Moulin Rouge,2019/9/8,58884,282,3920,-4540,17348,1154,15680,11726,89938,1367,Current,Musical,0.0885,9,8,2019.0
Moulin Rouge,2019/9/1,58602,619,8460,543,16194,1313,15362.5,-11091,88571,2019,Current,Musical,-0.053,9,1,2019.0
Moulin Rouge,2019/8/25,57983,282,7917,1986,14881,1383,15045,227,86552,1027,Current,Musical,0.0097,8,25,2019.0
Moulin Rouge,2019/8/18,57701,370,5931,-6152,13498,1303,14818,179,85525,1750,Current,Musical,0.0148,8,18,2019.0
Moulin Rouge,2019/8/11,57331,354,12083,2710,12195,1518,14639,184,83775,2616,Current,Musical,0.0207,8,11,2019.0
Moulin Rouge,2019/8/4,56977,786,9373,-15031,10677,1484,14455,378,81159,2589,Current,Musical,0.0252,8,4,2019.0
Moulin Rouge,2019/7/28,56191,1538,24404,15551,9193,1503,14077,868,78570,7350,Current,Musical,0.0701,7,28,2019.0
Moulin Rouge,2019/7/22,54653,372,8853,2963,7690,1137,13209,284,71220,2221,Upcoming,Musical,0.021099999999999997,7,22,2019.0
Moulin Rouge,2019/7/14,54281,310,5890,-617,6553,985,12925,256,68999,2166,Upcoming,Musical,0.020499999999999997,7,14,2019.0
Moulin Rouge,2019/7/7,53971,270,6507,-8072,5568,966,12669,177,66833,1763,Current,Musical,0.0168,7,7,2019.0
Moulin Rouge,2019/6/30,53701,587,14579,9210,4602,481,12492,382,65070,2606,Upcoming,Musical,0.027999999999999997,6,30,2019.0
Moulin Rouge,2019/6/23,53114,684,5369,-9758,4121,3,12110,625,62464,1886,Upcoming,Musical,0.025699999999999997,6,23,2019.0
Moulin Rouge,2019/6/16,52430,1313,15127,9244,4118,8,11485,309,60578,1942,Upcoming,Musical,0.029500000000000002,6,16,2019.0
Moulin Rouge,2019/6/9,51117,246,5883,2428,4110,3,11176,167,58636,546,Upcoming,Musical,0.008,6,9,2019.0
Moulin Rouge,2019/6/2,50871,179,3455,496,4107,1,11009,81,58090,409,Upcoming,Musical,0.005600000000000001,6,2,2019.0
Moulin Rouge,2019/5/26,50692,149,2959,-1629,4106,5,10928,45,57681,235,Upcoming,Musical,0.0036,5,26,2019.0
Moulin Rouge,2019/5/19,50543,191,4588,-1308,4101,3,10883,40,57446,384,Upcoming,Musical,0.0052,5,19,2019.0
Moulin Rouge,2019/5/12,50352,274,5896,-2280,4098,12,10843,28,57062,669,Upcoming,Musical,0.0083,5,12,2019.0
Moulin Rouge,2019/5/5,50078,440,8176,8176,4086,6,10815,44,56393,657,Upcoming,Musical,0.0098,5,5,2019.0
Moulin Rouge,2019/4/28,49638,240,0,0,4080,5,10771,54,55736,463,Upcoming,Musical,0.0066,4,28,2019.0
Moulin Rouge,2019/4/21,49398,230,0,0,4075,4,10717,74,55273,339,Upcoming,Musical,0.005600000000000001,4,21,2019.0
Moulin Rouge,2019/4/14,49168,1323,0,-2464,4071,2,10643,123,54934,1466,Upcoming,Musical,0.026000000000000002,4,14,2019.0
Moulin Rouge,2019/4/7,47845,143,2464,984,4069,0,10520,62,53468,178,Upcoming,Musical,0.0034000000000000002,4,7,2019.0
Moulin Rouge,2019/3/31,47702,73,1480,-591,4069,1,10458,16,53290,72,Upcoming,Musical,0.0014000000000000002,3,31,2019.0
Moulin Rouge,2019/3/24,47629,85,2071,78,4068,0,10442,23,53218,56,Upcoming,Musical,0.0015,3,24,2019.0
Moulin Rouge,2019/3/17,47544,97,1993,1350,4068,0,10419,7,53162,70,Upcoming,Musical,0.0016,3,17,2019.0
Moulin Rouge,2019/3/10,47447,72,643,-1094,4068,0,10412,13,53092,257,Upcoming,Musical,0.0031,3,10,2019.0
Moulin Rouge,2019/3/3,47375,135,1737,-2786,4068,1,10399,31,52835,202,Upcoming,Musical,0.0033,3,3,2019.0
