Show,Date,FB Likes,Likes Vs.Last Week,FB Talking About,Talking Vs.Last Week,FB Checkins,Checkins vs.Last Week,Twitter Followers,Twitter vs.Last Week,Instagram Followers,IG Followers vs.Last Week,Current,Type,Total Fans Change
Hamilton,7/22,"803,447",944,"27,224","12,734","185,728",520,"813,322","1,884","1,205,396",918,Current,Musical,0.13%
Hamilton,7/14,"802,503",548,"14,490","-5,115","185,208",462,"811,438","1,129","1,204,478","1,825",Current,Musical,0.12%
Hamilton,7/7,"801,955",403,"19,605","4,989","184,746",411,"810,309","1,083","1,202,653","1,667",Current,Musical,0.11%
Hamilton,6/30,"801,552",437,"14,616","-12,096","184,335",459,"809,226","1,089","1,200,986","1,721",Current,Musical,0.12%
Hamilton,6/23,"801,115","1,020","26,712","1,647","183,876",458,"808,137",623,"1,199,265","2,396",Current,Musical,0.14%
Hamilton,6/16,"800,095",822,"25,065","1,916","183,418",450,"807,514","1,195","1,196,869","2,520",Current,Musical,0.16%
Hamilton,6/9,"799,273",637,"23,149","10,978","182,968",355,"806,319","1,914","1,194,349","1,176",Current,Musical,0.13%
Hamilton,6/2,"798,636",448,"12,171","-16,052","182,613",500,"804,405","1,343","1,193,173","2,038",Current,Musical,0.14%
Hamilton,5/26,"798,188","1,928","28,223","14,498","182,113",318,"803,062","2,192","1,191,135","2,928",Current,Musical,0.25%
Hamilton,5/19,"796,260",508,"13,725","5,730","181,795",466,"800,870","2,269","1,188,207",661,Current,Musical,0.12%
Hamilton,5/12,"795,752",472,"7,995","-8,226","181,329",513,"798,601",820,"1,187,546","1,389",Current,Musical,0.10%
Hamilton,5/5,"795,280",559,"16,221","16,221","180,816",563,"797,781",854,"1,186,157",753,Current,Musical,0.08%
Hamilton,4/28,"794,721",441,0,0,"180,253",580,"796,927","1,335","1,185,404","1,967",Current,Musical,0.13%
Hamilton,4/21,"794,280",452,0,0,"179,673",502,"795,592","1,370","1,183,437",743,Current,Musical,0.09%
Hamilton,4/14,"793,828",593,0,"-9,091","179,171",548,"794,222","1,638","1,182,694","1,837",Current,Musical,0.15%
Hamilton,4/7,"793,235",563,"9,091","2,707","178,623",516,"792,584","1,670","1,180,857","1,712",Current,Musical,0.14%
Hamilton,3/31,"792,672",636,"6,384","-4,049","178,107",464,"790,914",716,"1,179,145",714,Current,Musical,0.07%
Hamilton,3/24,"792,036",823,"10,433",725,"177,643",486,"790,198","1,451","1,178,431","2,354",Current,Musical,0.17%
Hamilton,3/17,"791,213",893,"9,708","2,928","177,157",482,"788,747","2,189","1,176,077",800,Current,Musical,0.14%
Hamilton,3/10,"790,320",629,"6,780","-7,372","176,675",569,"786,558","2,065","1,175,277","2,321",Current,Musical,0.18%
Hamilton,3/3,"789,691","1,111","14,152","4,074","176,106",585,"784,493","1,029","1,172,956","4,401",Current,Musical,0.24%
Hamilton,2/24,"788,580",821,"10,078",330,"175,521",719,"783,464",971,"1,168,555","2,995",Current,Musical,0.17%
Hamilton,2/17,"787,759","1,014","9,748","-6,849","174,802",649,"782,493","1,255","1,165,560","3,684",Current,Musical,0.22%
Hamilton,2/10,"786,745","1,061","16,597","-9,338","174,153",609,"781,238","1,161","1,161,876","3,810",Current,Musical,0.22%
Hamilton,2/3,"785,684","2,395","25,935","-18,425","173,544",621,"780,077","1,600","1,158,066","6,434",Current,Musical,0.38%
Hamilton,1/27,"783,289","4,222","44,360","17,074","172,923",777,"778,477","4,207","1,151,632","6,262",Current,Musical,0.54%
Hamilton,1/20,"779,067","3,034","27,286",951,"172,146",634,"774,270","5,480","1,145,370","11,900",Current,Musical,0.76%
Hamilton,1/13,"776,033","2,644","26,335","2,072","171,512",642,"768,790","6,408","1,133,470","10,274",Current,Musical,0.73%
Hamilton,1/6,"773,389",887,"24,263","-17,162","170,870",447,"762,382","2,099","1,123,196","5,494",Current,Musical,0.32%
Hamilton,12/30,"772,502","5,235","41,425","31,782","170,423","2,162","760,283","8,768","1,117,702","22,510",Current,Musical,1.40%
Hamilton,12/10,"767,267",889,"9,643","-16,157","168,261",576,"751,515","1,963","1,095,192","6,306",Current,Musical,0.35%
Hamilton,12/3,"766,378",980,"25,800","6,315","167,685",690,"749,552","2,266","1,088,886","5,122",Current,Musical,0.32%
Hamilton,11/26,"765,398","1,061","19,485",26,"166,995",557,"747,286","2,341","1,083,764","6,757",Current,Musical,0.39%
Hamilton,11/18,"764,337","1,195","19,459","-30,598","166,438",717,"744,945","2,738","1,077,007","6,256",Current,Musical,0.40%
Hamilton,11/12,"763,142","2,283","50,057","16,609","165,721",648,"742,207","1,953","1,070,751","5,638",Current,Musical,0.38%
Hamilton,11/4,"760,859","1,852","33,448","24,366","165,073",805,"740,254","1,633","1,065,113","4,893",Current,Musical,0.33%
Hamilton,10/28,"759,007","1,012","9,082","-3,994","164,268",748,"738,621","1,721","1,060,220","3,968",Current,Musical,0.26%
Hamilton,10/21,"757,995",774,"13,076","3,029","163,520",593,"736,900","1,730","1,056,252","4,440",Current,Musical,0.27%
Hamilton,10/14,"757,221",669,"10,047","5,450","162,927",677,"735,170","1,173","1,051,812","2,809",Current,Musical,0.18%
Hamilton,10/7,"756,552",960,"4,597",-157,"162,250",609,"733,997","1,804","1,049,003","3,283",Current,Musical,0.24%
Hamilton,9/30,"755,592","7,142","4,754","-3,857","161,641","7,251","732,193","11,650","1,045,720","17,247",Current,Musical,1.44%
Hamilton,7/30,"748,450",4,"8,611",0,"154,390",1,"720,543",41,"1,028,473","1,251",Current,Musical,0.05%
Hamilton,7/23,"748,446",607,"8,611","-14,400","154,389","1,096","720,502","1,366","1,027,222","1,609",Current,Musical,0.14%
Hamilton,7/16,"747,839","1,200","23,011","-5,574","153,293","1,121","719,136",173,"1,025,613","2,188",Current,Musical,0.14%
Hamilton,7/9,"746,639",986,"28,585","18,596","152,172","1,120","718,963","1,085","1,023,425","10,513",Current,Musical,0.51%
Hamilton,7/2,"745,653",781,"9,989","-15,624","151,052","1,170","717,878","1,342","1,012,912","-7,027",Current,Musical,-0.20%
Hamilton,6/25,"744,872",612,"25,613","25,613","149,882","149,882","716,536",603,"1,019,939",679,Current,Musical,0.08%
Hamilton,6/18,"744,260","1,160",0,"-23,038",0,"-147,977","715,933","2,139","1,019,260","4,152",Current,Musical,0.30%
Hamilton,6/11,"743,100","1,357","23,038","-2,635","147,977",839,"713,794","2,457","1,015,108","3,681",Current,Musical,0.30%
Hamilton,6/4,"741,743","1,252","25,673","1,884","147,138","1,119","711,337",994,"1,011,427","2,393",Current,Musical,0.19%
Hamilton,5/28,"740,491","1,163","23,789","11,356","146,019",916,"710,343",132,"1,009,034",770,Current,Musical,0.08%
Hamilton,5/21,"739,328","1,359","12,433","-13,580","145,103","1,102","710,211","2,001","1,008,264","3,692",Current,Musical,0.29%
Hamilton,5/14,"737,969","1,507","26,013","-64,420","144,001",935,"708,210","2,108","1,004,572","4,042",Current,Musical,0.31%
Hamilton,5/7,"736,462","5,061","90,433","53,805","143,066","1,061","706,102","2,212","1,000,530","4,312",Current,Musical,0.48%
Hamilton,4/30,"731,401","1,229","36,628","12,123","142,005",996,"703,890","2,956","996,218","2,913",Current,Musical,0.29%
Hamilton,4/23,"730,172",901,"24,505","-10,541","141,009","1,111","700,934","1,628","993,305","3,806",Current,Musical,0.26%
Hamilton,4/16,"729,271",955,"35,046","6,980","139,898","1,061","699,306","1,929","989,499","3,352",Current,Musical,0.26%
Hamilton,4/9,"728,316",670,"28,066","11,188","138,837","1,064","697,377","2,646","986,147","3,419",Current,Musical,0.28%
Hamilton,4/2,"727,646","1,253","16,878","-15,268","137,773",921,"694,731","3,842","982,728","5,219",Current,Musical,0.43%
Hamilton,3/26,"726,393","1,192","32,146","-23,519","136,852","1,093","690,889","3,325","977,509","5,982",Current,Musical,0.44%
Hamilton,3/19,"725,201","1,900","55,665","43,109","135,759","1,155","687,564","3,016","971,527","4,081",Current,Musical,0.38%
Hamilton,3/12,"723,301","1,338","12,556","-5,167","134,604","1,242","684,548","2,290","967,446","3,678",Current,Musical,0.31%
Hamilton,3/5,"721,963","1,509","17,723","6,186","133,362","1,032","682,258","2,496","963,768","2,818",Current,Musical,0.29%
Hamilton,2/26,"720,454","1,068","11,537","3,246","132,330",971,"679,762","1,960","960,950","2,968",Current,Musical,0.25%
Hamilton,2/19,"719,386","1,065","8,291","-14,259","131,359",898,"677,802","1,917","957,982","4,132",Current,Musical,0.30%
Hamilton,2/12,"718,321","1,108","22,550","7,114","130,461","1,029","675,885","1,678","953,850","3,936",Current,Musical,0.29%
Hamilton,2/5,"717,213","1,104","15,436","-1,764","129,432",916,"674,207","2,578","949,914","4,420",Current,Musical,0.35%
Hamilton,1/29,"716,109","1,533","17,200","1,649","128,516","1,082","671,629","3,207","945,494","5,151",Current,Musical,0.43%
Hamilton,1/22,"714,576","1,304","15,551","-25,713","127,434",932,"668,422","3,171","940,343","5,652",Current,Musical,0.44%
Hamilton,1/15,"713,272","1,966","41,264","13,371","126,502",939,"665,251","3,212","934,691","6,649",Current,Musical,0.51%
Hamilton,1/8,"711,306","1,917","27,893","5,614","125,563",901,"662,039","2,511","928,042","5,223",Current,Musical,0.42%
Hamilton,1/2,"709,389","1,791","22,279","-40,221","124,662",798,"659,528","2,973","922,819","5,771",Current,Musical,0.46%
Hamilton,12/26,"707,598","4,378","62,500","40,552","123,864",930,"656,555","3,009","917,048","6,102",Current,Musical,0.59%
Hamilton,12/18,"703,220","1,227","21,948","-24,485","122,934",895,"653,546","2,816","910,946","4,729",Current,Musical,0.39%
Hamilton,12/11,"701,993","1,470","46,433","14,082","122,039",912,"650,730","2,938","906,217","5,227",Current,Musical,0.43%
Hamilton,12/4,"700,523",0,"32,351",0,"121,127",0,"647,792",0,"900,990",0,Current,Musical,0%
Hamilton,11/27,"698,986","1,577","17,415","-1,120","120,040",840,"644,835","2,976","896,852","6,601",Current,Musical,0.50%
Hamilton,11/27,"40,750","-656,659","1,466","-17,069",0,"-119,200","40,736","-601,123","17,977","-872,274",Upcoming,Musical,-95.54%
Hamilton,11/20,"697,409","1,417","18,535","-67,712","119,200","1,017","641,859","2,830","890,251","5,450",Current,Musical,0.44%
Hamilton,11/13,"695,992","2,115","86,247","35,366","118,183","1,064","639,029","3,593","884,801","4,671",Current,Musical,0.47%
Hamilton,11/6,"693,877","1,463","50,881","22,687","117,119","1,076","635,436","2,835","880,130","3,922",Current,Musical,0.37%
Hamilton,10/30,"692,414","1,340","28,194","9,395","116,043",956,"632,601","2,490","876,208","3,182",Current,Musical,0.32%
Hamilton,10/23,"691,074","1,003","18,799","11,123","115,087","1,155","630,111","2,394","873,026","3,206",Current,Musical,0.30%
Hamilton,10/16,"690,071",940,"7,676","-29,239","113,932","1,071","627,717","2,215","869,820","2,611",Current,Musical,0.26%
Hamilton,10/9,"689,131","1,462","36,915","28,269","112,861","1,157","625,502","4,517","867,209","4,372",Current,Musical,0.48%
Hamilton,10/2,"687,669","1,005","8,646","-11,999","111,704","1,019","620,985","5,610","862,837","2,858",Current,Musical,0.44%
Hamilton,9/25,"686,664",886,"20,645","9,993","110,685","1,054","615,375","2,839","859,979","2,943",Current,Musical,0.31%
Hamilton,9/18,"685,778",765,"10,652","-23,964","109,631",995,"612,536","2,614","857,036","2,070",Current,Musical,0.25%
Hamilton,9/11,"685,013","1,175","34,616","23,167","108,636",874,"609,922","2,287","854,966","2,381",Current,Musical,0.27%
Hamilton,9/4,"683,838",839,"11,449","-33,124","107,762",856,"607,635",595,"852,585","1,134",Current,Musical,0.12%
Hamilton,8/28,"682,999","1,312","44,573","16,298","106,906",936,"607,040","1,049","851,451","3,096",Current,Musical,0.26%
Hamilton,8/21,"681,687","1,518","28,275","-67,502","105,970","1,075","605,991","4,725","848,355","4,895",Current,Musical,0.52%
Hamilton,8/14,"680,169","6,704","95,777","72,553","104,895","1,168","601,266","3,365","843,460","7,029",Current,Musical,0.81%
Hamilton,8/7,"673,465","1,259","23,224","-4,222","103,727",792,"597,901","1,452","836,431","3,732",Current,Musical,0.31%
Hamilton,7/31,"672,206","1,484","27,446","-13,342","102,935",890,"596,449","1,790","832,699","3,793",Current,Musical,0.34%
Hamilton,7/24,"670,722","1,043","40,788","-32,341","102,045",666,"594,659","1,744","828,906","4,183",Current,Musical,0.33%
Hamilton,7/17,"669,679","3,322","73,129","21,984","101,379","1,144","592,915","2,626","824,723","5,596",Current,Musical,0.56%
Hamilton,7/9,"666,357","2,951","51,145","-9,379","100,235","1,009","590,289","2,782","819,127","4,529",Current,Musical,0.50%
Hamilton,7/2,"663,406","3,970","60,524","-29,960","99,226","1,298","587,507","4,063","814,598","7,018",Current,Musical,0.73%
Hamilton,6/25,"659,436","1,086","90,484","69,543","97,928",606,"583,444","2,801","807,580","3,245",Current,Musical,0.35%
Jagged Little Pill,9/29,"7,051",101,"1,366",-104,0,0,"3,756",45,"18,377",297,Upcoming,Musical,1.54%
Jagged Little Pill,9/22,"6,950",105,"1,470",-283,0,0,"3,711",41,"18,080",243,Upcoming,Musical,1.37%
Jagged Little Pill,9/15,"6,845",0,"1,753",0,0,0,"3,670",0,"17,837",0,Upcoming,Musical,0%
Lincoln Center Theatre,9/29,"96,686",2,280,129,"247,480",160,"47,863",34,"23,679",10,Upcoming,Play,0.03%
Lincoln Center Theatre,9/22,"96,684",-17,151,-37,"247,320",113,"47,829",20,"23,669",19,Upcoming,Play,0.01%
Lincoln Center Theatre,9/15,"96,701",0,188,0,"247,207",0,"47,809",0,"23,650",0,Upcoming,Play,0%
Manhattan Theatre Club,9/29,"30,287",20,615,170,"12,428",21,"13,622",15,"13,515",143,Current,Venue,0.31%
Manhattan Theatre Club,9/22,"30,267",0,445,-24,"12,407",13,"13,607",16,"13,372",140,Current,Venue,0.27%
Manhattan Theatre Club,9/15,"30,267",18,469,-312,"12,394",9,"13,591",13,"13,232",137,Current,Venue,0.30%
Manhattan Theatre Club,9/8,"30,249",14,781,-85,"12,385",2,"13,578","-22,086","13,095",79,Current,Venue,-27.87%
Manhattan Theatre Club,9/1,"30,235",17,866,-296,"12,383",1,"35,664","22,094","13,016",97,Current,Venue,39.16%
Manhattan Theatre Club,8/25,"30,218",11,"1,162",-987,"12,382",0,"13,570",5,"12,919",100,Current,Venue,0.20%
Manhattan Theatre Club,8/18,"30,207",33,"2,149","2,003","12,382",5,"13,565",17,"12,819",89,Current,Venue,0.25%
Manhattan Theatre Club,8/11,"30,174",6,146,-288,"12,377",4,"13,548",6,"12,730",49,Current,Venue,0.11%
Manhattan Theatre Club,8/4,"30,168",6,434,369,"12,373",-4,"13,542",13,"12,681",64,Current,Venue,0.15%
Manhattan Theatre Club,7/28,"30,162",10,65,-3,"12,377",-1,"13,529",8,"12,617",74,Current,Venue,0.16%
Manhattan Theatre Club,7/22,"30,152",1,68,-35,"12,378",0,"13,521",5,"12,543",52,Current,Venue,0.10%
Manhattan Theatre Club,7/14,"30,151",22,103,-221,"12,378",-1,"13,516",35,"12,491",29,Current,Venue,0.15%
Manhattan Theatre Club,7/7,"30,129",16,324,-18,"12,379",27,"13,481",1,"12,462",25,Current,Venue,0.07%
Manhattan Theatre Club,6/30,"30,113",23,342,-47,"12,352",23,"13,480",12,"12,437",51,Current,Venue,0.15%
Manhattan Theatre Club,6/23,"30,090",24,389,-155,"12,329",24,"13,468",24,"12,386",90,Current,Venue,0.25%
Manhattan Theatre Club,6/16,"30,066",26,544,-322,"12,305",30,"13,444",36,"12,296",119,Current,Venue,0.33%
Manhattan Theatre Club,6/9,"30,040",39,866,309,"12,275",27,"13,408",38,"12,177",170,Current,Venue,0.45%
Manhattan Theatre Club,6/2,"30,001",28,557,72,"12,248",19,"13,370",5,"12,007",50,Current,Venue,0.15%
Manhattan Theatre Club,5/26,"29,973",19,485,50,"12,229",28,"13,365",2,"11,957",73,Current,Venue,0.17%
Manhattan Theatre Club,5/19,"29,954",13,435,-35,"12,201",38,"13,363",16,"11,884",129,Current,Venue,0.29%
Manhattan Theatre Club,5/12,"29,941",25,470,"-1,961","12,163",10,"13,347",16,"11,755",148,Current,Venue,0.34%
Manhattan Theatre Club,5/5,"29,916",39,"2,431","2,431","12,153",49,"13,331",27,"11,607",128,Current,Venue,0.35%
Manhattan Theatre Club,4/28,"29,877",19,0,0,"12,104",21,"13,304",30,"11,479",115,Current,Venue,0.30%
Manhattan Theatre Club,4/21,"29,858",7,0,0,"12,083",25,"13,274",20,"11,364",44,Current,Venue,0.13%
Manhattan Theatre Club,4/14,"29,851",10,0,-280,"12,058",31,"13,254",17,"11,320",43,Current,Venue,0.13%
Manhattan Theatre Club,4/7,"29,841",-1,280,-201,"12,027",32,"13,237",25,"11,277",70,Current,Venue,0.17%
Manhattan Theatre Club,3/31,"29,842",18,481,-762,"11,995",13,"13,212",22,"11,207",71,Current,Venue,0.20%
Manhattan Theatre Club,3/24,"29,824",9,"1,243",825,"11,982",23,"13,190",23,"11,136",80,Current,Venue,0.21%
Manhattan Theatre Club,3/17,"29,815",12,418,-583,"11,959",12,"13,167",13,"11,056",81,Current,Venue,0.20%
Manhattan Theatre Club,3/10,"29,803",33,"1,001",-759,"11,947",45,"13,154",23,"10,975",133,Current,Venue,0.35%
Manhattan Theatre Club,3/3,"29,770",22,"1,760",884,"11,902",36,"13,131",23,"10,842",112,Current,Venue,0.29%
Manhattan Theatre Club,2/24,"29,748",23,876,-219,"11,866",49,"13,108",17,"10,730",85,Current,Venue,0.23%
Manhattan Theatre Club,2/17,"29,725",45,"1,095",-52,"11,817",49,"13,091",22,"10,645",75,Current,Venue,0.27%
Manhattan Theatre Club,2/10,"29,680",57,"1,147",-403,"11,768",13,"13,069",21,"10,570",113,Current,Venue,0.36%
Manhattan Theatre Club,2/3,"29,623",48,"1,550",-270,"11,755",27,"13,048",13,"10,457",144,Current,Venue,0.39%
Manhattan Theatre Club,1/27,"29,575",64,"1,820",966,"11,728",20,"13,035",25,"10,313",165,Current,Venue,0.48%
Manhattan Theatre Club,1/20,"29,511",43,854,"-1,416","11,708",29,"13,010",25,"10,148",225,Current,Venue,0.56%
Manhattan Theatre Club,1/13,"29,468",63,"2,270","1,441","11,679",29,"12,985",28,"9,923",787,Current,Venue,1.70%
Manhattan Theatre Club,1/6,"29,405",46,829,53,"11,650",48,"12,957",17,"9,136",105,Current,Venue,0.33%
Manhattan Theatre Club,12/30,"29,359",0,776,0,"11,602",0,"12,940",0,"9,031",0,Current,Venue,0%
Manhattan Theatre Club,6/18,"28,291",0,0,0,0,0,"12,489",0,"7,450",0,Current,Venue,0%
Mean Girls,9/29,"54,074",332,"3,900","2,025","64,109",850,"36,553",317,"219,915","2,188",Current,Musical,0.92%
Mean Girls,9/22,"53,742",100,"1,875",-441,"63,259",780,"36,236",167,"217,727","1,721",Current,Musical,0.65%
Mean Girls,9/15,"53,642",65,"2,316",58,"62,479",906,"36,069",253,"216,006","2,673",Current,Musical,0.99%
Mean Girls,9/8,"53,577",75,"2,258",961,"61,573",774,"35,816","20,269","213,333","1,091",Current,Musical,7.62%
Mean Girls,9/1,"53,502",86,"1,297",-675,"60,799",769,"15,547","-19,848","212,242","2,019",Current,Musical,-5.93%
Mean Girls,8/25,"53,416",114,"1,972","-2,542","60,030",833,"35,395",247,"210,223","2,112",Current,Musical,0.83%
Mean Girls,8/18,"53,302",232,"4,514","3,068","59,197",668,"35,148",256,"208,111","2,022",Current,Musical,0.85%
Mean Girls,8/11,"53,070",65,"1,446",-678,"58,529",692,"34,892",195,"206,089","1,180",Current,Musical,0.49%
Mean Girls,8/4,"53,005",110,"2,124",555,"57,837",710,"34,697",227,"204,909","1,217",Current,Musical,0.53%
Mean Girls,7/28,"52,895",101,"1,569",-39,"57,127",698,"34,470",218,"203,692","1,706",Current,Musical,0.70%
Mean Girls,7/22,"52,794",71,"1,608",248,"56,429",723,"34,252",146,"201,986",901,Current,Musical,0.39%
Mean Girls,7/14,"52,723",83,"1,360",96,"55,706",603,"34,106",233,"201,085","1,215",Current,Musical,0.53%
Mean Girls,7/7,"52,640",61,"1,264","-8,759","55,103",726,"33,873",174,"199,870",760,Current,Musical,0.35%
Mean Girls,6/30,"52,579",164,"10,023","8,607","54,377",838,"33,699",150,"199,110",723,Current,Musical,0.36%
Mean Girls,6/23,"52,415",101,"1,416","-1,064","53,539",715,"33,549",126,"198,387",777,Current,Musical,0.35%
Mean Girls,6/16,"52,314",126,"2,480",-824,"52,824",698,"33,423",233,"197,610",646,Current,Musical,0.36%
Mean Girls,6/9,"52,188",128,"3,304",840,"52,126",640,"33,190",302,"196,964","1,694",Current,Musical,0.76%
Mean Girls,6/2,"52,060",63,"2,464","1,354","51,486",827,"32,888",204,"195,270","1,694",Current,Musical,0.70%
Mean Girls,5/26,"51,997",39,"1,110",-44,"50,659",829,"32,684",210,"193,576","1,219",Current,Musical,0.53%
Mean Girls,5/19,"51,958",70,"1,154",-117,"49,830",738,"32,474",242,"192,357",917,Current,Musical,0.45%
Mean Girls,5/12,"51,888",75,"1,271",-78,"49,092",738,"32,232",152,"191,440","1,077",Current,Musical,0.48%
Mean Girls,5/5,"51,813",131,"1,349","1,349","48,354",868,"32,080",301,"190,363",682,Current,Musical,0.41%
Mean Girls,4/28,"51,682",75,0,0,"47,486",797,"31,779",170,"189,681",609,Current,Musical,0.31%
Mean Girls,4/21,"51,607",102,0,0,"46,689",756,"31,609",250,"189,072",737,Current,Musical,0.40%
Mean Girls,4/14,"51,505",78,0,"-1,499","45,933",724,"31,359",175,"188,335","1,023",Current,Musical,0.47%
Mean Girls,4/7,"51,427",63,"1,499",-158,"45,209",750,"31,184",253,"187,312","1,367",Current,Musical,0.63%
Mean Girls,3/31,"51,364",81,"1,657",-2,"44,459",778,"30,931",193,"185,945","1,094",Current,Musical,0.51%
Mean Girls,3/24,"51,283",103,"1,659",-14,"43,681",849,"30,738",245,"184,851","1,367",Current,Musical,0.65%
Mean Girls,3/17,"51,180",124,"1,673",25,"42,832",764,"30,493",197,"183,484","1,177",Current,Musical,0.57%
Mean Girls,3/10,"51,056",89,"1,648",332,"42,068",766,"30,296",166,"182,307",842,Current,Musical,0.42%
Mean Girls,3/3,"50,967",83,"1,316",-156,"41,302",840,"30,130",188,"181,465",622,Current,Musical,0.34%
Mean Girls,2/24,"50,884",71,"1,472",32,"40,462",920,"29,942",171,"180,843",746,Current,Musical,0.38%
Mean Girls,2/17,"50,813",123,"1,440",-40,"39,542",781,"29,771",183,"180,097",860,Current,Musical,0.45%
Mean Girls,2/10,"50,690",106,"1,480",-57,"38,761",935,"29,588",167,"179,237",703,Current,Musical,0.38%
Mean Girls,2/3,"50,584",90,"1,537",-140,"37,826",901,"29,421",138,"178,534",769,Current,Musical,0.39%
Mean Girls,1/27,"50,494",97,"1,677","-1,364","36,925",939,"29,283",199,"177,765","1,200",Current,Musical,0.58%
Mean Girls,1/20,"50,397",104,"3,041","1,459","35,986",811,"29,084",167,"176,565",968,Current,Musical,0.49%
Mean Girls,1/13,"50,293",90,"1,582",-784,"35,175",959,"28,917",189,"175,597",781,Current,Musical,0.42%
Mean Girls,1/6,"50,203",72,"2,366",707,"34,216",696,"28,728",136,"174,816",310,Current,Musical,0.20%
Mean Girls,12/30,"50,131",559,"1,659",-801,"33,520","2,639","28,592",696,"174,506","3,863",Current,Musical,2.06%
Mean Girls,12/10,"49,572",178,"2,460",-804,"30,881",897,"27,896",287,"170,643","1,017",Current,Musical,0.60%
Mean Girls,12/3,"49,394",327,"3,264","1,077","29,984",885,"27,609",980,"169,626","1,489",Current,Musical,1.15%
Mean Girls,11/26,"49,067",267,"2,187","1,044","29,099",689,"26,629",299,"168,137","2,517",Current,Musical,1.28%
Mean Girls,11/18,"48,800",150,"1,143",-879,"28,410",786,"26,330",129,"165,620","1,226",Current,Musical,0.63%
Mean Girls,11/12,"48,650",174,"2,022",-489,"27,624",909,"26,201",138,"164,394","1,181",Current,Musical,0.63%
Mean Girls,11/4,"48,476",187,"2,511",-435,"26,715",934,"26,063",273,"163,213","1,931",Current,Musical,1.02%
Mean Girls,10/28,"48,289",212,"2,946","1,294","25,781",884,"25,790",177,"161,282","2,068",Current,Musical,1.05%
Mean Girls,10/21,"48,077",222,"1,652",83,"24,897",753,"25,613",209,"159,214","1,582",Current,Musical,0.87%
Mean Girls,10/14,"47,855",185,"1,569","-10,172","24,144",815,"25,404",225,"157,632","2,077",Current,Musical,1.09%
Mean Girls,10/7,"47,670",917,"11,741","9,150","23,329","1,010","25,179","1,137","155,555","6,369",Current,Musical,3.83%
Mean Girls,9/30,"46,753","3,296","2,591",658,"22,319","6,403","24,042","2,851","149,186","13,700",Current,Musical,9.92%
Mean Girls,7/30,"43,457",1,"1,933",3,"15,916",1,"21,191",7,"135,486","1,374",Current,Musical,0.70%
Mean Girls,7/23,"43,456",275,"1,930",-222,"15,915",584,"21,184",287,"134,112","1,344",Current,Musical,0.97%
Mean Girls,7/16,"43,181",321,"2,152",529,"15,331",663,"20,897",397,"132,768","2,287",Current,Musical,1.55%
Mean Girls,7/9,"42,860",261,"1,623",-227,"14,668",696,"20,500",386,"130,481","2,162",Current,Musical,1.47%
Mean Girls,7/2,"42,599",335,"1,850",-265,"13,972",734,"20,114",384,"128,319","3,667",Current,Musical,2.35%
Mean Girls,6/25,"42,264",217,"2,115","2,115","13,238","13,238","19,730",286,"124,652","1,772",Current,Musical,1.23%
Mean Girls,6/18,"42,047","1,033",0,"-3,182",0,"-11,350","19,444",926,"122,880","5,528",Current,Musical,4.23%
Mean Girls,6/11,"41,014",946,"3,182",-29,"11,350","1,033","18,518","1,464","117,352","6,957",Current,Musical,5.59%
Mean Girls,6/4,"40,068",573,"3,211",522,"10,317","1,053","17,054",798,"110,395","4,689",Current,Musical,3.75%
Mean Girls,5/28,"39,495",593,"2,689","-2,191","9,264","1,069","16,256",948,"105,706","4,195",Current,Musical,3.68%
Mean Girls,5/21,"38,902",533,"4,880","-2,008","8,195","1,071","15,308",946,"101,511","4,497",Current,Musical,3.99%
Mean Girls,5/14,"38,369",613,"6,888","-13,316","7,124","1,131","14,362",453,"97,014","2,947",Current,Musical,2.75%
Mean Girls,5/7,"37,756","1,487","20,204","-12,529","5,993","1,227","13,909",956,"94,067","4,056",Current,Musical,4.67%
Mean Girls,4/30,"36,269","1,968","32,733","18,958","4,766","1,156","12,953",409,"90,011","2,455",Current,Musical,3.60%
Mean Girls,4/23,"34,301","1,703","13,775","6,574","3,610","1,064","12,544",506,"87,556","3,221",Current,Musical,4.21%
Mean Girls,4/16,"32,598",465,"7,201","-18,028","2,546","1,209","12,038",422,"84,335","4,554",Current,Musical,4.40%
Mean Girls,4/9,"32,133","2,028","25,229","22,518","1,337",881,"11,616",751,"79,781","5,140",Current,Musical,6.85%
Mean Girls,4/2,"30,105",359,"2,711",-707,456,453,"10,865",229,"74,641","1,635",Current,Musical,1.96%
Mean Girls,3/26,"29,746",520,"3,418","1,407",3,3,"10,636",267,"73,006","1,813",Current,Musical,2.35%
Mean Girls,3/19,"29,226",229,"2,011",-935,0,0,"10,369",237,"71,193","2,360",Current,Musical,2.62%
Mean Girls,3/12,"28,997",375,"2,946",774,0,0,"10,132",220,"68,833","1,145",Upcoming,Musical,1.64%
Mean Girls,3/5,"28,622",234,"2,172",-312,0,0,"9,912",116,"67,688","1,408",Upcoming,Musical,1.68%
Mean Girls,2/26,"28,388",257,"2,484","-1,562",0,0,"9,796",91,"66,280","1,172",Upcoming,Musical,1.48%
Mean Girls,2/19,"28,131",346,"4,046",580,0,0,"9,705",48,"65,108","1,248",Upcoming,Musical,1.62%
Mean Girls,2/12,"27,785",362,"3,466",507,0,0,"9,657",110,"63,860","2,020",Upcoming,Musical,2.52%
Mean Girls,2/5,"27,423",305,"2,959","1,739",0,0,"9,547",62,"61,840","1,257",Upcoming,Musical,1.67%
